strategy,scenario,trial,throughput_mean,recovery_latency_ms,duplicate_records,duplicate_rate_pct,records_processed,final_checkpoint_interval_s
Adaptive (proposed),driver_failure,23,48111.9,14569.7,2699,0.0701,3848948,2
Adaptive (proposed),driver_failure,24,45928.7,5108.5,356,0.0091,3903933,2
Adaptive (proposed),driver_failure,25,46187.8,14226.7,3153,0.0853,3695019,2
Adaptive (proposed),driver_failure,26,44783.6,15843.9,2583,0.0769,3358760,2
Adaptive (proposed),driver_failure,27,44983.4,16277.1,3651,0.1082,3373745,2
Adaptive (proposed),driver_failure,28,44257.6,14284.0,3049,0.0861,3540599,2
Adaptive (proposed),driver_failure,29,47637.5,14693.9,2866,0.0752,3810994,2
Adaptive (proposed),driver_failure,30,45469.4,4977.9,368,0.009,4092235,2
Strategy A (1s),checkpoint_corruption,1,46005.0,4638.9,7730,0.1867,4140436,1
Strategy A (1s),checkpoint_corruption,2,48126.4,4944.3,7751,0.179,4331374,1
Strategy A (1s),checkpoint_corruption,3,46099.7,5296.8,6416,0.1637,3918462,1
Strategy A (1s),checkpoint_corruption,4,47587.8,5402.6,8449,0.2089,4044954,1
Strategy A (1s),checkpoint_corruption,5,46775.9,4881.7,7906,0.1878,4209819,1
Strategy A (1s),checkpoint_corruption,6,46836.2,5347.1,9382,0.2357,3981065,1
Strategy A (1s),checkpoint_corruption,7,45966.4,4645.9,8007,0.1935,4136965,1
Strategy A (1s),checkpoint_corruption,8,48647.2,5310.4,8160,0.1973,4135001,1
Strategy A (1s),checkpoint_corruption,9,46361.7,4695.1,8842,0.2119,4172543,1
Strategy A (1s),checkpoint_corruption,10,48551.9,5075.7,8064,0.1954,4126900,1
Strategy A (1s),checkpoint_corruption,11,44642.4,4534.0,6152,0.1531,4017810,1
Strategy A (1s),checkpoint_corruption,12,46638.8,5009.7,5200,0.1312,3964291,1
Strategy A (1s),checkpoint_corruption,13,46037.5,5036.4,8649,0.221,3913182,1
Strategy A (1s),checkpoint_corruption,14,46233.6,4706.2,5804,0.1395,4161016,1
Strategy A (1s),checkpoint_corruption,15,45995.6,5022.7,9409,0.2407,3909618,1
Strategy A (1s),checkpoint_corruption,16,46129.4,5403.7,6848,0.1746,3920985,1
Strategy A (1s),checkpoint_corruption,17,48615.6,5492.4,6994,0.1693,4132315,1
Strategy A (1s),checkpoint_corruption,18,46279.7,5425.6,5867,0.1491,3933767,1
Strategy A (1s),checkpoint_corruption,19,45625.3,5031.7,7698,0.1985,3878141,1
Strategy A (1s),checkpoint_corruption,20,47587.3,5298.5,7294,0.1803,4044912,1
Strategy A (1s),checkpoint_corruption,21,45352.7,5243.4,7521,0.1951,3854973,1
Strategy A (1s),checkpoint_corruption,22,46215.7,4744.2,8329,0.2002,4159401,1
Strategy A (1s),checkpoint_corruption,23,47502.7,4613.2,9094,0.2127,4275232,1
Strategy A (1s),checkpoint_corruption,24,48204.7,4855.7,7789,0.1795,4338419,1
Strategy A (1s),checkpoint_corruption,25,46429.7,4928.3,5895,0.1411,4178668,1
Strategy A (1s),checkpoint_corruption,26,47621.3,5165.2,6261,0.1547,4047802,1
Strategy A (1s),checkpoint_corruption,27,47023.9,5267.4,6133,0.1534,3997021,1
Strategy A (1s),checkpoint_corruption,28,47921.3,5206.5,8639,0.2121,4073300,1
Strategy A (1s),checkpoint_corruption,29,47207.6,4806.4,7867,0.1852,4248671,1
Strategy A (1s),checkpoint_corruption,30,46492.4,4600.8,5907,0.1412,4184304,1
Strategy B (30s),checkpoint_corruption,1,46040.6,20970.3,81298,2.5226,3222835,30
Strategy B (30s),checkpoint_corruption,2,47196.9,18766.8,108469,3.0643,3539760,30
Strategy B (30s),checkpoint_corruption,3,45978.0,18515.7,76566,2.2204,3448338,30
Strategy B (30s),checkpoint_corruption,4,47205.7,18736.3,83803,2.367,3540423,30
Strategy B (30s),checkpoint_corruption,5,47424.8,21534.4,132268,3.9843,3319726,30
Strategy B (30s),checkpoint_corruption,6,47533.9,19633.4,112322,3.1507,3565033,30
Strategy B (30s),checkpoint_corruption,7,46090.4,19527.9,114996,3.3267,3456777,30
Strategy B (30s),checkpoint_corruption,8,48058.2,18740.1,128169,3.5559,3604354,30
Strategy B (30s),checkpoint_corruption,9,47153.1,18400.9,106971,3.0248,3536476,30
Strategy B (30s),checkpoint_corruption,10,48120.0,18425.4,120195,3.3304,3608988,30
Strategy B (30s),checkpoint_corruption,11,48579.8,18411.3,92440,2.5371,3643481,30
Strategy B (30s),checkpoint_corruption,12,47960.4,18406.9,134075,3.7274,3597021,30
Strategy B (30s),checkpoint_corruption,13,46287.1,21270.3,95702,2.9537,3240092,30
Strategy B (30s),checkpoint_corruption,14,49047.7,21142.2,103917,3.0267,3433335,30
Strategy B (30s),checkpoint_corruption,15,45587.7,21208.6,115004,3.6039,3191131,30
Strategy B (30s),checkpoint_corruption,16,47394.3,18011.5,136479,3.8395,3554562,30
Strategy B (30s),checkpoint_corruption,17,49098.6,18223.5,82400,2.2377,3682391,30
Strategy B (30s),checkpoint_corruption,18,47347.9,18308.3,109650,3.0878,3551086,30
Strategy B (30s),checkpoint_corruption,19,47144.5,20013.2,74382,2.2539,3300108,30
Strategy B (30s),checkpoint_corruption,20,46275.9,18847.5,112799,3.2501,3470683,30
Strategy B (30s),checkpoint_corruption,21,46345.3,18433.6,78611,2.2616,3475892,30
Strategy B (30s),checkpoint_corruption,22,48502.1,21160.9,76581,2.2556,3395136,30
Strategy B (30s),checkpoint_corruption,23,46866.3,18404.0,124703,3.5478,3514964,30
Strategy B (30s),checkpoint_corruption,24,45852.5,21075.3,83869,2.613,3209667,30
Strategy B (30s),checkpoint_corruption,25,46634.1,18835.3,112252,3.2094,3497552,30
Strategy B (30s),checkpoint_corruption,26,49396.3,19453.3,79332,2.1414,3704714,30
Strategy B (30s),checkpoint_corruption,27,47339.6,21668.6,81843,2.4698,3313762,30
Strategy B (30s),checkpoint_corruption,28,46449.1,18031.8,127582,3.6623,3483671,30
Strategy B (30s),checkpoint_corruption,29,46329.6,18797.9,94460,2.7185,3474711,30
Strategy B (30s),checkpoint_corruption,30,48009.7,21745.8,96530,2.8723,3360673,30
Strategy C (10s WAL),checkpoint_corruption,1,47657.7,10049.6,9321,0.2445,3812605,10
Strategy C (10s WAL),checkpoint_corruption,2,46790.9,9019.9,9896,0.2488,3977217,10
Strategy C (10s WAL),checkpoint_corruption,3,47994.7,9007.4,8209,0.2012,4079544,10
Strategy C (10s WAL),checkpoint_corruption,4,46472.9,10627.6,6004,0.1615,3717823,10
Strategy C (10s WAL),checkpoint_corruption,5,46105.4,10085.5,7858,0.213,3688425,10
Strategy C (10s WAL),checkpoint_corruption,6,46701.4,9199.4,8176,0.206,3969611,10
Strategy C (10s WAL),checkpoint_corruption,7,47000.7,9447.9,7361,0.1843,3995052,10
Strategy C (10s WAL),checkpoint_corruption,8,47039.1,10985.7,7149,0.19,3763122,10
Strategy C (10s WAL),checkpoint_corruption,9,47406.2,10262.9,9903,0.2611,3792493,10
Strategy C (10s WAL),checkpoint_corruption,10,47589.3,9261.1,8225,0.2033,4045079,10
Strategy C (10s WAL),checkpoint_corruption,11,47825.0,10191.8,6465,0.169,3825991,10
Strategy C (10s WAL),checkpoint_corruption,12,47523.2,10617.1,6834,0.1798,3801849,10
Strategy C (10s WAL),checkpoint_corruption,13,47592.6,10023.5,6695,0.1758,3807398,10
Strategy C (10s WAL),checkpoint_corruption,14,46659.8,9799.9,6901,0.174,3966073,10
Strategy C (10s WAL),checkpoint_corruption,15,45345.4,10214.6,8101,0.2233,3627623,10
Strategy C (10s WAL),checkpoint_corruption,16,48083.8,10581.8,7737,0.2011,3846695,10
Strategy C (10s WAL),checkpoint_corruption,17,47209.6,9556.1,9007,0.2245,4012809,10
Strategy C (10s WAL),checkpoint_corruption,18,47842.0,9570.1,9189,0.226,4066564,10
Strategy C (10s WAL),checkpoint_corruption,19,47190.5,9800.7,8746,0.218,4011188,10
Strategy C (10s WAL),checkpoint_corruption,20,47723.7,9382.3,10501,0.2589,4056510,10
Strategy C (10s WAL),checkpoint_corruption,21,47103.6,9921.4,6563,0.1639,4003797,10
Strategy C (10s WAL),checkpoint_corruption,22,49009.0,10745.7,9269,0.2364,3920713,10
Strategy C (10s WAL),checkpoint_corruption,23,46778.0,9908.0,6703,0.1686,3976123,10
Strategy C (10s WAL),checkpoint_corruption,24,47699.6,10490.1,7143,0.1872,3815957,10
Strategy C (10s WAL),checkpoint_corruption,25,46983.7,10464.0,8067,0.2146,3758688,10
Strategy C (10s WAL),checkpoint_corruption,26,46853.0,10240.4,9555,0.2549,3748228,10
Strategy C (10s WAL),checkpoint_corruption,27,47814.6,10813.3,7133,0.1865,3825163,10
Strategy C (10s WAL),checkpoint_corruption,28,46860.1,9976.6,7178,0.1802,3983100,10
Strategy C (10s WAL),checkpoint_corruption,29,46547.1,9705.3,9526,0.2408,3956496,10
Strategy C (10s WAL),checkpoint_corruption,30,46958.2,10946.6,7746,0.2062,3756651,10
Adaptive (proposed),checkpoint_corruption,1,46993.2,9686.5,1473,0.0369,3994413,2
Adaptive (proposed),checkpoint_corruption,2,47658.8,9393.5,1458,0.036,4050985,2
Adaptive (proposed),checkpoint_corruption,3,46815.4,9936.8,1369,0.0344,3979303,2
Adaptive (proposed),checkpoint_corruption,4,47276.9,9106.0,1243,0.0309,4018528,2
Adaptive (proposed),checkpoint_corruption,5,46180.2,10272.4,1232,0.0333,3694409,2
Adaptive (proposed),checkpoint_corruption,6,47029.1,10711.7,1411,0.0375,3762320,2
Adaptive (proposed),checkpoint_corruption,7,49185.3,9193.1,1187,0.0284,4180744,2
Adaptive (proposed),checkpoint_corruption,8,45694.9,10164.2,1482,0.0405,3655583,2
Adaptive (proposed),checkpoint_corruption,9,47376.0,10881.2,1648,0.0435,3790067,2.4
Adaptive (proposed),checkpoint_corruption,10,48389.8,10406.2,1559,0.0403,3871173,2
Adaptive (proposed),checkpoint_corruption,11,47465.0,9875.9,1633,0.0405,4034517,2
Adaptive (proposed),checkpoint_corruption,12,45179.0,10830.2,1252,0.0346,3614313,2
Adaptive (proposed),checkpoint_corruption,13,46728.5,10654.4,1175,0.0314,3738268,2
Adaptive (proposed),checkpoint_corruption,14,47164.5,10717.0,1657,0.0439,3773148,2
Adaptive (proposed),checkpoint_corruption,15,45949.2,9960.4,1604,0.0411,3905675,2
Adaptive (proposed),checkpoint_corruption,16,47561.6,10022.1,1261,0.0331,3804925,2
Adaptive (proposed),checkpoint_corruption,17,46238.8,10995.6,1172,0.0317,3699097,2
Adaptive (proposed),checkpoint_corruption,18,44730.8,10210.4,1381,0.0386,3578458,2
Adaptive (proposed),checkpoint_corruption,19,45831.9,10733.8,1646,0.0449,3666546,2
Adaptive (proposed),checkpoint_corruption,20,47625.2,10017.3,1459,0.0383,3810007,2
Adaptive (proposed),checkpoint_corruption,21,46337.0,9282.0,1244,0.0316,3938636,2
Adaptive (proposed),checkpoint_corruption,22,47650.3,9552.2,1483,0.0366,4050262,2
Adaptive (proposed),checkpoint_corruption,23,48179.8,9526.1,1342,0.0328,4095274,2
Adaptive (proposed),checkpoint_corruption,24,47024.1,9581.9,1414,0.0354,3997040,2
Adaptive (proposed),checkpoint_corruption,25,47084.1,9396.9,1216,0.0304,4002143,2
Adaptive (proposed),checkpoint_corruption,26,46425.3,10660.5,1469,0.0396,3714019,2
Adaptive (proposed),checkpoint_corruption,27,47576.2,9739.6,1445,0.0357,4043969,2
Adaptive (proposed),checkpoint_corruption,28,45822.6,9162.9,1187,0.0305,3894916,2
Adaptive (proposed),checkpoint_corruption,29,47275.3,10872.4,1650,0.0436,3782013,2
Adaptive (proposed),checkpoint_corruption,30,47974.7,10318.7,1171,0.0305,3837970,2
